==============================================================================
  Time (s)    DT (s)  CV  NIT Max Residual    Fluid      Elapsed      Left    
      8.7626  0.13E-02  C  15 P0=0.40E-03     0.13s       1.02h       1.30h   
      8.7637  0.12E-02  C  15 P0=0.41E-03     0.27s       1.02h       1.30h   
      8.7649  0.12E-02  C  15 P0=0.40E-03     0.13s       1.02h       1.30h   
      8.7661  0.12E-02  C  15 P0=0.40E-03     0.13s       1.02h       1.30h   
      8.7673  0.12E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.30h   
      8.7685  0.12E-02  C  15 P0=0.42E-03     0.13s       1.02h       1.30h   
      8.7698  0.13E-02  C  15 P0=0.43E-03     0.13s       1.02h       1.30h   
      8.7709  0.12E-02  C  15 P0=0.45E-03     0.27s       1.02h       1.30h   
      8.7721  0.12E-02  C  15 P0=0.44E-03     0.13s       1.02h       1.30h   
      8.7733  0.12E-02  C  15 P0=0.42E-03     0.14s       1.02h       1.30h   
      8.7745  0.12E-02  C  15 P0=0.42E-03     0.14s       1.02h       1.30h   
      8.7757  0.12E-02  C  15 P0=0.44E-03     0.13s       1.02h       1.30h   
      8.7770  0.13E-02  C  15 P0=0.43E-03     0.13s       1.02h       1.30h   
      8.7781  0.12E-02  C  15 P0=0.43E-03     0.27s       1.02h       1.30h   
      8.7793  0.12E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.30h   
      8.7805  0.12E-02  C  15 P0=0.40E-03     0.14s       1.02h       1.30h   
      8.7817  0.12E-02  C  15 P0=0.42E-03     0.13s       1.02h       1.30h   
      8.7829  0.12E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.30h   
      8.7842  0.13E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.30h   
      8.7853  0.12E-02  C  15 P0=0.42E-03     0.27s       1.02h       1.30h   
      8.7865  0.12E-02  C  15 P0=0.45E-03     0.13s       1.02h       1.30h   
      8.7877  0.12E-02  C  15 P0=0.48E-03     0.13s       1.02h       1.30h   
      8.7889  0.12E-02  C  16 P0=0.53E-03     0.14s       1.02h       1.30h   
      8.7900  0.11E-02  C  15 P0=0.38E-03     0.27s       1.02h       1.30h   
      8.7911  0.11E-02  C  15 P0=0.39E-03     0.13s       1.02h       1.30h   
      8.7921  0.11E-02  C  15 P0=0.37E-03     0.13s       1.02h       1.30h   
      8.7932  0.11E-02  C  15 P0=0.37E-03     0.13s       1.02h       1.30h   
      8.7943  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.30h   
      8.7955  0.12E-02  C  15 P0=0.36E-03     0.13s       1.02h       1.30h   
      8.7965  0.11E-02  C  15 P0=0.37E-03     0.27s       1.02h       1.30h   
      8.7975  0.11E-02  C  15 P0=0.36E-03     0.13s       1.02h       1.30h   
      8.7986  0.11E-02  C  14 P0=0.60E-03     0.12s       1.02h       1.30h   
      8.7997  0.11E-02  C  14 P0=0.60E-03     0.12s       1.02h       1.30h   
      8.8008  0.11E-02  C  14 P0=0.60E-03     0.12s       1.02h       1.30h   
      8.8020  0.12E-02  C  15 P0=0.42E-03     0.12s       1.02h       1.29h   
      8.8029  0.11E-02  C  15 P0=0.40E-03     0.27s       1.02h       1.29h   
      8.8040  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.29h   
      8.8051  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.29h   
      8.8062  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.29h   
      8.8072  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.29h   
      8.8084  0.12E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.29h   
      8.8094  0.11E-02  C  15 P0=0.38E-03     0.27s       1.02h       1.29h   
      8.8105  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.29h   
      8.8116  0.11E-02  C  15 P0=0.37E-03     0.13s       1.02h       1.29h   
      8.8126  0.11E-02  C  15 P0=0.39E-03     0.13s       1.02h       1.29h   
      8.8137  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.29h   
      8.8149  0.12E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.29h   
      8.8159  0.11E-02  C  15 P0=0.39E-03     0.26s       1.02h       1.29h   
      8.8170  0.11E-02  C  15 P0=0.50E-03     0.13s       1.02h       1.29h   
      8.8180  0.11E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.29h   
      8.8190  0.97E-03  C  14 P0=0.55E-03     0.29s       1.02h       1.29h   
      8.8200  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.29h   
      8.8210  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.29h   
      8.8219  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.29h   
      8.8229  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.29h   
      8.8240  0.11E-02  C  14 P0=0.54E-03     0.13s       1.02h       1.29h   
      8.8249  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.29h   
      8.8260  0.11E-02  C  15 P0=0.36E-03     0.12s       1.02h       1.29h   
      8.8271  0.11E-02  C  15 P0=0.36E-03     0.13s       1.02h       1.29h   
      8.8282  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.29h   
      8.8293  0.11E-02  C  14 P0=0.59E-03     0.13s       1.02h       1.29h   
      8.8305  0.12E-02  C  15 P0=0.36E-03     0.13s       1.02h       1.29h   
      8.8314  0.11E-02  C  15 P0=0.37E-03     0.27s       1.02h       1.29h   
      8.8325  0.11E-02  C  15 P0=0.36E-03     0.12s       1.02h       1.29h   
      8.8336  0.11E-02  C  15 P0=0.37E-03     0.13s       1.02h       1.29h   
      8.8347  0.11E-02  C  15 P0=0.37E-03     0.12s       1.02h       1.29h   
      8.8357  0.11E-02  C  15 P0=0.39E-03     0.13s       1.02h       1.29h   
      8.8369  0.12E-02  C  15 P0=0.36E-03     0.13s       1.02h       1.29h   
      8.8379  0.11E-02  C  15 P0=0.42E-03     0.26s       1.02h       1.29h   
      8.8390  0.11E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.29h   
      8.8401  0.11E-02  C  15 P0=0.42E-03     0.13s       1.02h       1.29h   
      8.8411  0.11E-02  C  15 P0=0.37E-03     0.13s       1.02h       1.29h   
      8.8422  0.11E-02  C  15 P0=0.42E-03     0.13s       1.02h       1.29h   
      8.8434  0.12E-02  C  15 P0=0.40E-03     0.13s       1.02h       1.29h   
      8.8444  0.11E-02  C  15 P0=0.40E-03     0.27s       1.02h       1.29h   
      8.8455  0.11E-02  C  15 P0=0.42E-03     0.13s       1.02h       1.29h   
      8.8465  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.29h   
      8.8476  0.11E-02  C  15 P0=0.43E-03     0.13s       1.02h       1.29h   
      8.8487  0.11E-02  C  15 P0=0.39E-03     0.13s       1.02h       1.28h   
      8.8499  0.12E-02  C  15 P0=0.42E-03     0.13s       1.02h       1.28h   
      8.8508  0.11E-02  C  15 P0=0.44E-03     0.27s       1.02h       1.28h   
      8.8519  0.11E-02  C  15 P0=0.40E-03     0.18s       1.02h       1.28h   
      8.8530  0.11E-02  C  15 P0=0.50E-03     0.14s       1.02h       1.28h   
      8.8541  0.11E-02  C  15 P0=0.36E-03     0.13s       1.02h       1.28h   
      8.8552  0.11E-02  C  16 P0=0.51E-03     0.14s       1.02h       1.28h   
      8.8564  0.12E-02  C  15 P0=0.51E-03     0.13s       1.02h       1.28h   
      8.8572  0.97E-03  C  14 P0=0.55E-03     0.37s       1.02h       1.28h   
      8.8582  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8592  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8601  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8611  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8622  0.11E-02  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8632  0.11E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.28h   
      8.8642  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.28h   
      8.8653  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.28h   
      8.8664  0.11E-02  C  15 P0=0.39E-03     0.21s       1.02h       1.28h   
      8.8675  0.11E-02  C  15 P0=0.39E-03     0.12s       1.02h       1.28h   
      8.8687  0.12E-02  C  15 P0=0.55E-03     0.12s       1.02h       1.28h   
      8.8695  0.97E-03  C  14 P0=0.55E-03     0.35s       1.02h       1.28h   
      8.8705  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.28h   
      8.8715  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8724  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8734  0.97E-03  C  14 P0=0.52E-03     0.12s       1.02h       1.28h   
      8.8745  0.11E-02  C  14 P0=0.52E-03     0.12s       1.02h       1.28h   
      8.8755  0.11E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.28h   
      8.8765  0.11E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.28h   
      8.8776  0.11E-02  C  15 P0=0.37E-03     0.12s       1.02h       1.28h   
      8.8787  0.11E-02  C  15 P0=0.38E-03     0.12s       1.02h       1.28h   
      8.8798  0.11E-02  C  15 P0=0.48E-03     0.13s       1.02h       1.28h   
      8.8807  0.97E-03  C  14 P0=0.53E-03     0.25s       1.02h       1.28h   
      8.8817  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.28h   
      8.8827  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8837  0.97E-03  C  14 P0=0.52E-03     0.12s       1.02h       1.28h   
      8.8846  0.97E-03  C  14 P0=0.52E-03     0.12s       1.02h       1.28h   
      8.8857  0.11E-02  C  17 P0=0.32E-03     0.14s       1.02h       1.28h   
      8.8867  0.11E-02  C  15 P0=0.38E-03     0.13s       1.02h       1.28h   
      8.8878  0.11E-02  C  15 P0=0.39E-03     0.13s       1.02h       1.28h   
      8.8888  0.11E-02  C  15 P0=0.49E-03     0.13s       1.02h       1.28h   
      8.8898  0.97E-03  C  14 P0=0.53E-03     0.26s       1.02h       1.28h   
      8.8908  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.28h   
      8.8918  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.28h   
      8.8927  0.97E-03  C  14 P0=0.52E-03     0.13s       1.02h       1.28h   
      8.8937  0.97E-03  C  14 P0=0.52E-03     0.12s       1.02h       1.28h   
      8.8948  0.11E-02  C  14 P0=0.52E-03     0.12s       1.02h       1.28h   
      8.8957  0.11E-02  C  14 P0=0.57E-03     0.12s       1.02h       1.27h   
      8.8968  0.11E-02  C  14 P0=0.57E-03     0.12s       1.02h       1.27h   
      8.8979  0.11E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.27h   
      8.8990  0.11E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.27h   
      8.9001  0.11E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.27h   
      8.9013  0.12E-02  C  14 P0=0.58E-03     0.12s       1.02h       1.27h   
      8.9022  0.11E-02  C  14 P0=0.59E-03     0.26s       1.02h       1.27h   
      8.9033  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.27h   
      8.9044  0.11E-02  C  14 P0=0.60E-03     0.12s       1.02h       1.27h   
      8.9055  0.11E-02  C  14 P0=0.60E-03     0.12s       1.02h       1.27h   
      8.9065  0.11E-02  C  15 P0=0.42E-03     0.13s       1.02h       1.27h   
      8.9074  0.87E-03  C  16 P0=0.27E-03     0.35s       1.02h       1.27h   
      8.9083  0.87E-03  C  14 P0=0.47E-03     0.12s       1.02h       1.27h   
      8.9092  0.87E-03  C  14 P0=0.48E-03     0.15s       1.02h       1.27h   
      8.9100  0.87E-03  C  15 P0=0.41E-03     0.12s       1.02h       1.27h   
      8.9109  0.87E-03  C  15 P0=0.38E-03     0.12s       1.02h       1.27h   
      8.9119  0.97E-03  C  15 P0=0.34E-03     0.12s       1.02h       1.27h   
      8.9128  0.97E-03  C  15 P0=0.36E-03     0.13s       1.02h       1.27h   
      8.9137  0.97E-03  C  14 P0=0.59E-03     0.12s       1.02h       1.27h   
      8.9147  0.97E-03  C  14 P0=0.58E-03     0.12s       1.02h       1.27h   
      8.9157  0.97E-03  C  14 P0=0.57E-03     0.12s       1.02h       1.27h   
      8.9166  0.97E-03  C  14 P0=0.56E-03     0.12s       1.02h       1.27h   
      8.9177  0.11E-02  C  14 P0=0.55E-03     0.12s       1.02h       1.27h   
      8.9187  0.11E-02  C  15 P0=0.37E-03     0.13s       1.02h       1.27h   
      8.9198  0.11E-02  C  14 P0=0.61E-03     0.13s       1.02h       1.27h   
      8.9209  0.11E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.27h   
      8.9219  0.11E-02  C  14 P0=0.61E-03     0.12s       1.02h       1.27h   
      8.9230  0.11E-02  C  16 P0=0.54E-03     0.14s       1.02h       1.27h   
      8.9240  0.97E-03  C  14 P0=0.55E-03     0.26s       1.02h       1.27h   
      8.9250  0.97E-03  C  14 P0=0.55E-03     0.12s       1.02h       1.27h   
      8.9259  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.27h   
      8.9269  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.27h   
      8.9279  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.27h   
      8.9287  0.87E-03  C  15 P0=0.38E-03     0.30s       1.02h       1.27h   
      8.9296  0.87E-03  C  14 P0=0.48E-03     0.12s       1.02h       1.27h   
      8.9305  0.87E-03  C  14 P0=0.49E-03     0.12s       1.02h       1.27h   
      8.9314  0.87E-03  C  14 P0=0.49E-03     0.12s       1.02h       1.27h   
      8.9322  0.87E-03  C  14 P0=0.49E-03     0.12s       1.02h       1.27h   
      8.9332  0.97E-03  C  14 P0=0.49E-03     0.12s       1.02h       1.27h   
      8.9341  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.27h   
      8.9351  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.27h   
      8.9360  0.97E-03  C  14 P0=0.54E-03     0.12s       1.02h       1.27h   
      8.9370  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.27h   
      8.9380  0.97E-03  C  14 P0=0.53E-03     0.12s       1.02h       1.27h   
      8.9390  0.11E-02  C  14 P0=0.53E-03     0.12s       1.02h       1.27h   
      8.9400  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.27h   
      8.9411  0.11E-02  C  14 P0=0.60E-03     0.12s       1.02h       1.27h   
      8.9422  0.11E-02  C  15 P0=0.40E-03     0.13s       1.02h       1.27h   
      8.9433  0.11E-02  C  14 P0=0.61E-03     0.13s       1.02h       1.27h   
      8.9443  0.11E-02  C  15 P0=0.47E-03     0.13s       1.02h       1.26h   
      8.9455  0.12E-02  C  15 P0=0.41E-03     0.13s       1.02h       1.26h   
      8.9465  0.11E-02  C  16 P0=0.49E-03     0.24s       1.02h       1.26h   
      8.9476  0.11E-02  C  14 P0=0.62E-03     0.13s       1.02h       1.26h   
      8.9487  0.11E-02  C  17 P0=0.53E-03     0.15s       1.02h       1.26h   
      8.9497  0.11E-02  C  15 P0=0.49E-03     0.13s       1.02h       1.26h   
      8.9508  0.11E-02  C  18 P0=0.54E-03     0.15s       1.02h       1.26h   
      8.9517  0.87E-03  C  16 P0=0.28E-03     0.35s       1.02h       1.26h   
      8.9526  0.87E-03  C  14 P0=0.48E-03     0.12s       1.02h       1.26h   
      8.9534  0.87E-03  C  14 P0=0.46E-03     0.12s       1.02h       1.26h   
      8.9543  0.87E-03  C  14 P0=0.46E-03     0.13s       1.02h       1.26h   
      8.9552  0.87E-03  C  14 P0=0.47E-03     0.13s       1.02h       1.26h   
      8.9562  0.97E-03  C  14 P0=0.47E-03     0.12s       1.02h       1.26h   
      8.9570  0.97E-03  C  14 P0=0.56E-03     0.12s       1.02h       1.26h   
      8.9580  0.97E-03  C  14 P0=0.51E-03     0.12s       1.02h       1.26h   
      8.9590  0.97E-03  C  14 P0=0.51E-03     0.12s       1.02h       1.26h   
      8.9599  0.97E-03  C  14 P0=0.55E-03     0.12s       1.02h       1.26h   
      8.9609  0.97E-03  C  14 P0=0.51E-03     0.12s       1.02h       1.26h   
      8.9620  0.11E-02  C  14 P0=0.55E-03     0.12s       1.02h       1.26h   
      8.9630  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.26h   
      8.9640  0.11E-02  C  14 P0=0.56E-03     0.13s       1.02h       1.26h   
      8.9651  0.11E-02  C  14 P0=0.60E-03     0.13s       1.02h       1.26h   
      8.9662  0.11E-02  C  14 P0=0.60E-03     0.12s       1.02h       1.26h   
      8.9673  0.11E-02  C  14 P0=0.61E-03     0.12s       1.02h       1.26h   
      8.9685  0.12E-02  C  15 P0=0.40E-03     0.13s       1.02h       1.26h   
      8.9694  0.11E-02  C  48 P0=0.41E-03     0.38s       1.02h       1.26h   
      8.9705  0.11E-02  C  14 P0=0.59E-03     0.12s       1.02h       1.26h   
      8.9716  0.11E-02  C  15 P0=0.54E-03     0.13s       1.02h       1.26h   
      8.9727  0.11E-02  C  14 P0=0.63E-03     0.12s       1.02h       1.26h   
      8.9738  0.11E-02  C  15 P0=0.44E-03     0.14s       1.02h       1.26h   
      8.9750  0.12E-02  C  14 P0=0.59E-03     0.13s       1.02h       1.26h   
      8.9759  0.11E-02  C  14 P0=0.60E-03     0.29s       1.02h       1.26h   
      8.9770  0.11E-02  C  14 P0=0.57E-03     0.13s       1.02h       1.26h   
      8.9779  0.87E-03  C  15 P0=0.38E-03     0.34s       1.02h       1.26h   
      8.9787  0.87E-03  C  14 P0=0.47E-03     0.12s       1.02h       1.26h   
      8.9796  0.87E-03  C  14 P0=0.48E-03     0.12s       1.02h       1.26h   
      8.9805  0.87E-03  C  14 P0=0.47E-03     0.13s       1.02h       1.26h   
      8.9814  0.87E-03  C  14 P0=0.47E-03     0.13s       1.02h       1.26h   
      8.9823  0.97E-03  C  14 P0=0.47E-03     0.12s       1.02h       1.26h   
      8.9832  0.97E-03  C  14 P0=0.51E-03     0.16s       1.02h       1.26h   
      8.9842  0.97E-03  C  14 P0=0.51E-03     0.13s       1.02h       1.26h   
      8.9852  0.97E-03  C  14 P0=0.52E-03     0.12s       1.02h       1.26h   
      8.9861  0.97E-03  C  14 P0=0.51E-03     0.13s       1.02h       1.26h   
      8.9871  0.97E-03  C  14 P0=0.51E-03     0.13s       1.02h       1.26h   
      8.9882  0.11E-02  C  14 P0=0.51E-03     0.13s       1.02h       1.26h   
      8.9892  0.11E-02  C  14 P0=0.56E-03     0.14s       1.02h       1.26h   
      8.9902  0.11E-02  C  14 P0=0.56E-03     0.13s       1.02h       1.26h   
      8.9913  0.11E-02  C  14 P0=0.56E-03     0.15s       1.02h       1.26h   
      8.9924  0.11E-02  C  14 P0=0.56E-03     0.14s       1.03h       1.25h   
      8.9935  0.11E-02  C  14 P0=0.55E-03     0.13s       1.03h       1.25h   
      8.9947  0.12E-02  C  14 P0=0.55E-03     0.14s       1.03h       1.25h   
      8.9957  0.12E-02  C  14 P0=0.61E-03     0.16s       1.03h       1.25h   
      8.9969  0.12E-02  C  14 P0=0.61E-03     0.14s       1.03h       1.25h   
      8.9981  0.12E-02  C  14 P0=0.63E-03     0.13s       1.03h       1.25h   
      8.9993  0.12E-02  C  15 P0=0.46E-03     0.18s       1.03h       1.25h   
      9.0005  0.12E-02  C  14 P0=0.63E-03     0.13s       1.03h       1.25h   
      9.0016  0.11E-02  C  14 P0=0.57E-03     0.26s       1.03h       1.25h   
      9.0027  0.11E-02  C  14 P0=0.56E-03     0.12s       1.03h       1.25h   
      9.0038  0.11E-02  C  14 P0=0.55E-03     0.12s       1.03h       1.25h   
      9.0049  0.11E-02  C  14 P0=0.55E-03     0.12s       1.03h       1.25h   
      9.0059  0.11E-02  C  14 P0=0.55E-03     0.13s       1.03h       1.25h   
      9.0071  0.12E-02  C  14 P0=0.56E-03     0.12s       1.03h       1.25h   
      9.0082  0.12E-02  C  15 P0=0.44E-03     0.13s       1.03h       1.25h   
      9.0094  0.12E-02  C  14 P0=0.61E-03     0.12s       1.03h       1.25h   
      9.0106  0.12E-02  C  14 P0=0.60E-03     0.12s       1.03h       1.25h   
      9.0118  0.12E-02  C  14 P0=0.60E-03     0.12s       1.03h       1.25h   
      9.0130  0.12E-02  C  14 P0=0.62E-03     0.12s       1.03h       1.25h   
      9.0143  0.13E-02  C  14 P0=0.62E-03     0.13s       1.03h       1.25h   
      9.0154  0.12E-02  C  15 P0=0.56E-03     0.26s       1.03h       1.25h   
      9.0166  0.12E-02  C  15 P0=0.52E-03     0.15s       1.03h       1.25h   
      9.0176  0.97E-03  C  15 P0=0.35E-03     0.55s       1.03h       1.25h   
      9.0186  0.97E-03  C  14 P0=0.49E-03     0.13s       1.03h       1.25h   
      9.0195  0.97E-03  C  14 P0=0.51E-03     0.14s       1.03h       1.25h   
